Time from Pickup to Arrival,Order No
680,Order_No_9181
3351,Order_No_26501
2301,Order_No_24437
413,Order_No_9832
1537,Order_No_12284
1266,Order_No_3424
1890,Order_No_23387
882,Order_No_7891
889,Order_No_9261
424,Order_No_10768
4518,Order_No_21795
1611,Order_No_24556
436,Order_No_10377
1495,Order_No_19583
1008,Order_No_15864
2170,Order_No_12770
2133,Order_No_10617
2115,Order_No_23518
1650,Order_No_8371
1598,Order_No_16100
1727,Order_No_14643
1669,Order_No_6601
821,Order_No_19735
998,Order_No_13764
1869,Order_No_6620
1851,Order_No_12616
517,Order_No_10709
1958,Order_No_10907
1026,Order_No_27484
425,Order_No_18244
3241,Order_No_12806
1567,Order_No_14225
1148,Order_No_1370
2822,Order_No_25399
649,Order_No_14033
2892,Order_No_26700
1009,Order_No_21497
894,Order_No_15456
2135,Order_No_15049
1531,Order_No_9113
2056,Order_No_9687
1355,Order_No_9730
712,Order_No_20357
2037,Order_No_25862
926,Order_No_9345
384,Order_No_25792
2044,Order_No_8399
2321,Order_No_26207
2775,Order_No_20586
965,Order_No_9245
1918,Order_No_12084
2711,Order_No_16782
1474,Order_No_6339
1727,Order_No_16800
1770,Order_No_15447
102,Order_No_23289
1411,Order_No_10536
951,Order_No_5734
1049,Order_No_21140
904,Order_No_24827
305,Order_No_23717
989,Order_No_19240
1474,Order_No_6911
1772,Order_No_2027
1703,Order_No_18417
1351,Order_No_1158
1440,Order_No_24661
1090,Order_No_23192
1751,Order_No_5959
1786,Order_No_16952
826,Order_No_18050
577,Order_No_15651
567,Order_No_5364
814,Order_No_16773
527,Order_No_26648
1084,Order_No_21588
1434,Order_No_9423
2708,Order_No_23458
3616,Order_No_27999
1268,Order_No_12388
1743,Order_No_26679
586,Order_No_2017
2521,Order_No_6765
1290,Order_No_27689
526,Order_No_12135
2152,Order_No_11262
1507,Order_No_27451
3490,Order_No_4261
2232,Order_No_22413
641,Order_No_22006
1772,Order_No_23443
1117,Order_No_22489
2093,Order_No_20923
2009,Order_No_20978
1079,Order_No_16502
2388,Order_No_6180
1770,Order_No_848
738,Order_No_18938
2543,Order_No_154
2695,Order_No_12989
1599,Order_No_12590
2428,Order_No_8200
2229,Order_No_24235
854,Order_No_10701
5223,Order_No_19203
2945,Order_No_11689
1125,Order_No_11941
1258,Order_No_26597
1861,Order_No_12528
2794,Order_No_13377
1328,Order_No_22381
2393,Order_No_3911
1582,Order_No_339
2329,Order_No_19435
2355,Order_No_14923
2040,Order_No_26183
7,Order_No_4915
2195,Order_No_13531
2859,Order_No_10842
725,Order_No_8114
1239,Order_No_11375
1807,Order_No_5687
2699,Order_No_15895
1413,Order_No_20389
1534,Order_No_17471
1653,Order_No_19110
2195,Order_No_20208
2865,Order_No_10347
2126,Order_No_27058
1615,Order_No_7656
1365,Order_No_15168
1094,Order_No_11446
605,Order_No_9214
289,Order_No_27903
3404,Order_No_13707
3587,Order_No_14304
1127,Order_No_6532
1497,Order_No_6008
942,Order_No_22147
1569,Order_No_21503
2848,Order_No_16580
2669,Order_No_11845
2883,Order_No_11599
307,Order_No_15533
-141,Order_No_10048
1057,Order_No_16745
2275,Order_No_16290
1386,Order_No_9600
1515,Order_No_1531
992,Order_No_883
810,Order_No_5725
1061,Order_No_3277
604,Order_No_19620
2694,Order_No_12477
2392,Order_No_17431
786,Order_No_11812
610,Order_No_5460
1698,Order_No_9020
1963,Order_No_27443
2190,Order_No_10593
-867,Order_No_430
1561,Order_No_21313
1642,Order_No_1026
1530,Order_No_24280
2024,Order_No_11084
795,Order_No_2076
1889,Order_No_8625
1438,Order_No_6625
1590,Order_No_2552
1372,Order_No_7380
2515,Order_No_7479
2073,Order_No_137
795,Order_No_19261
1754,Order_No_22313
1466,Order_No_6876
864,Order_No_8236
905,Order_No_7115
1673,Order_No_14797
1775,Order_No_26573
1249,Order_No_8197
794,Order_No_24713
1839,Order_No_2477
645,Order_No_17895
1017,Order_No_15444
1793,Order_No_14007
1039,Order_No_7622
1588,Order_No_25052
2194,Order_No_19230
824,Order_No_20753
655,Order_No_19290
2057,Order_No_1081
2749,Order_No_6771
2597,Order_No_19224
991,Order_No_17839
1902,Order_No_1687
1036,Order_No_14996
370,Order_No_3584
2182,Order_No_17611
2479,Order_No_15148
2079,Order_No_13427
1495,Order_No_10671
1087,Order_No_11519
1449,Order_No_9203
-721,Order_No_5254
1640,Order_No_10065
1392,Order_No_4910
2588,Order_No_23533
1704,Order_No_18639
377,Order_No_7237
496,Order_No_12624
1719,Order_No_1072
1200,Order_No_24471
2925,Order_No_27828
1062,Order_No_21959
2333,Order_No_26123
1577,Order_No_4491
2117,Order_No_2679
1854,Order_No_11860
110,Order_No_3901
1578,Order_No_8397
326,Order_No_12499
680,Order_No_21788
2134,Order_No_18208
2945,Order_No_5969
288,Order_No_12913
774,Order_No_2018
3644,Order_No_5917
3147,Order_No_27894
1755,Order_No_21094
1662,Order_No_5914
1264,Order_No_16348
1473,Order_No_6556
1599,Order_No_4040
1360,Order_No_10869
1787,Order_No_4571
1263,Order_No_7811
2399,Order_No_6680
1735,Order_No_16628
629,Order_No_26599
1365,Order_No_7327
1731,Order_No_20373
1393,Order_No_8401
933,Order_No_24179
1736,Order_No_26664
3247,Order_No_19802
944,Order_No_8643
-802,Order_No_26011
1241,Order_No_17545
3132,Order_No_11928
1282,Order_No_11207
2137,Order_No_11462
2081,Order_No_1680
492,Order_No_22134
400,Order_No_27726
2361,Order_No_18928
4184,Order_No_8503
1421,Order_No_15369
2665,Order_No_13532
2238,Order_No_1322
-4,Order_No_4478
703,Order_No_28019
1154,Order_No_27783
954,Order_No_23351
1225,Order_No_22899
2307,Order_No_26760
1256,Order_No_19711
-131,Order_No_10767
857,Order_No_11065
2624,Order_No_27419
2738,Order_No_18610
2862,Order_No_15514
2122,Order_No_26349
1084,Order_No_21089
1291,Order_No_15474
2303,Order_No_6729
1373,Order_No_4821
1312,Order_No_14042
2622,Order_No_12884
866,Order_No_27804
981,Order_No_16555
2084,Order_No_6391
768,Order_No_26718
1515,Order_No_7651
1653,Order_No_4974
1929,Order_No_6170
160,Order_No_17032
1456,Order_No_19438
1142,Order_No_22905
1442,Order_No_17935
3606,Order_No_19567
2384,Order_No_25555
948,Order_No_2125
2066,Order_No_10748
2223,Order_No_17426
1724,Order_No_14801
2796,Order_No_10236
518,Order_No_4908
1292,Order_No_4661
1927,Order_No_18330
1127,Order_No_15539
964,Order_No_16937
1626,Order_No_26600
1405,Order_No_9919
321,Order_No_26139
1219,Order_No_17173
-261,Order_No_979
1667,Order_No_20091
1645,Order_No_11677
4458,Order_No_17635
1868,Order_No_16319
1826,Order_No_18329
1074,Order_No_1346
1057,Order_No_16698
1017,Order_No_26885
1581,Order_No_9796
4291,Order_No_21410
2128,Order_No_11755
1270,Order_No_18163
799,Order_No_13914
2341,Order_No_27032
1673,Order_No_9305
2515,Order_No_23014
883,Order_No_18763
2111,Order_No_23608
1451,Order_No_8248
1876,Order_No_5211
1112,Order_No_2086
2048,Order_No_1230
2031,Order_No_10145
1979,Order_No_21947
1574,Order_No_17953
2827,Order_No_16230
1181,Order_No_14047
1763,Order_No_4055
1273,Order_No_17402
1659,Order_No_9522
1515,Order_No_28249
1789,Order_No_9558
987,Order_No_14413
1277,Order_No_15356
804,Order_No_16195
2078,Order_No_14750
2400,Order_No_15697
1237,Order_No_26928
585,Order_No_24291
1101,Order_No_9663
892,Order_No_2794
1679,Order_No_13134
2260,Order_No_18039
829,Order_No_3583
1771,Order_No_8134
2615,Order_No_21798
1951,Order_No_27525
-1199,Order_No_26602
733,Order_No_25854
73,Order_No_10859
1269,Order_No_21776
103,Order_No_11356
1031,Order_No_7468
1240,Order_No_5148
2320,Order_No_14364
696,Order_No_690
1889,Order_No_15661
844,Order_No_23177
1059,Order_No_931
1699,Order_No_1688
1069,Order_No_16779
2530,Order_No_21845
2642,Order_No_24379
662,Order_No_20979
642,Order_No_8455
1823,Order_No_13251
1714,Order_No_10573
938,Order_No_14885
220,Order_No_27033
1185,Order_No_22841
2582,Order_No_16754
2028,Order_No_27922
1168,Order_No_25642
2889,Order_No_5988
565,Order_No_15587
1057,Order_No_1508
1536,Order_No_129
2713,Order_No_24360
1960,Order_No_6812
1776,Order_No_11228
1277,Order_No_11692
-70,Order_No_9404
459,Order_No_20310
3464,Order_No_2885
798,Order_No_28212
1659,Order_No_25266
150,Order_No_20078
1380,Order_No_24257
2658,Order_No_15933
1756,Order_No_23749
1496,Order_No_17670
1172,Order_No_27545
2678,Order_No_7387
1499,Order_No_11612
1538,Order_No_6806
779,Order_No_7941
408,Order_No_17466
309,Order_No_12229
2771,Order_No_8214
1752,Order_No_14694
754,Order_No_11308
909,Order_No_20722
2321,Order_No_21562
838,Order_No_24044
1969,Order_No_8429
1378,Order_No_26843
2271,Order_No_9771
1830,Order_No_23304
750,Order_No_12256
1748,Order_No_10872
2165,Order_No_22685
1732,Order_No_24879
877,Order_No_21394
1476,Order_No_18335
1678,Order_No_12238
738,Order_No_18831
156,Order_No_9232
2032,Order_No_18100
1176,Order_No_8888
5,Order_No_14081
986,Order_No_7884
459,Order_No_25298
1660,Order_No_9101
646,Order_No_10251
2533,Order_No_8125
813,Order_No_9160
2550,Order_No_28242
2077,Order_No_27777
998,Order_No_5783
1456,Order_No_2734
3010,Order_No_1554
2396,Order_No_2063
891,Order_No_21359
1302,Order_No_5465
884,Order_No_20917
754,Order_No_24645
997,Order_No_7562
2571,Order_No_18472
1575,Order_No_1391
1008,Order_No_13677
3476,Order_No_61
1498,Order_No_20361
3961,Order_No_17262
913,Order_No_12537
1047,Order_No_25890
723,Order_No_4810
411,Order_No_9428
2165,Order_No_10797
2041,Order_No_844
3396,Order_No_20046
1561,Order_No_537
1264,Order_No_16378
692,Order_No_18254
1547,Order_No_10556
1693,Order_No_169
625,Order_No_21133
2735,Order_No_15409
1724,Order_No_20894
2193,Order_No_6964
1629,Order_No_26633
1687,Order_No_10916
705,Order_No_11647
760,Order_No_27808
628,Order_No_8935
-325,Order_No_17729
961,Order_No_17186
1209,Order_No_27500
1416,Order_No_8221
1794,Order_No_10557
-1183,Order_No_27695
1958,Order_No_12149
2582,Order_No_9230
1792,Order_No_6441
2120,Order_No_10033
2680,Order_No_26321
3191,Order_No_22964
1728,Order_No_14938
2023,Order_No_8528
405,Order_No_20745
1238,Order_No_14941
1138,Order_No_13115
4038,Order_No_15134
2358,Order_No_11570
1494,Order_No_7924
2129,Order_No_10144
1756,Order_No_17146
706,Order_No_15352
3398,Order_No_978
759,Order_No_8028
1606,Order_No_6407
2022,Order_No_5537
281,Order_No_12525
831,Order_No_11500
3495,Order_No_16246
1500,Order_No_11904
1096,Order_No_3798
824,Order_No_26674
960,Order_No_17708
674,Order_No_5213
504,Order_No_6045
1400,Order_No_5621
1212,Order_No_16108
1108,Order_No_15506
1490,Order_No_8755
1832,Order_No_1360
558,Order_No_27395
2631,Order_No_23096
2322,Order_No_2045
667,Order_No_19189
1739,Order_No_19354
1392,Order_No_24826
836,Order_No_6487
776,Order_No_18063
1858,Order_No_4259
305,Order_No_25781
1694,Order_No_2375
1642,Order_No_9781
1032,Order_No_3335
1636,Order_No_22029
135,Order_No_138
2195,Order_No_21879
1304,Order_No_9284
3318,Order_No_4869
2489,Order_No_27890
1726,Order_No_11430
1545,Order_No_315
2915,Order_No_1949
2075,Order_No_17579
1596,Order_No_20113
326,Order_No_27640
1266,Order_No_16065
2855,Order_No_7053
916,Order_No_16483
1254,Order_No_27001
1720,Order_No_15834
898,Order_No_13850
2333,Order_No_13928
267,Order_No_14110
402,Order_No_19043
821,Order_No_28027
2557,Order_No_10827
1843,Order_No_18023
738,Order_No_3517
949,Order_No_4213
265,Order_No_14404
88,Order_No_27555
1106,Order_No_14039
1120,Order_No_18650
543,Order_No_16247
613,Order_No_2712
1698,Order_No_11003
1587,Order_No_11840
473,Order_No_15584
1216,Order_No_8764
2144,Order_No_9400
1672,Order_No_22993
1735,Order_No_3559
1523,Order_No_23835
2692,Order_No_20987
1911,Order_No_7577
1308,Order_No_3418
800,Order_No_8825
876,Order_No_24028
846,Order_No_1523
2502,Order_No_5245
1446,Order_No_27310
708,Order_No_11085
655,Order_No_422
1781,Order_No_19158
593,Order_No_8446
1681,Order_No_12997
572,Order_No_23131
1884,Order_No_18227
1056,Order_No_2264
1079,Order_No_24309
2633,Order_No_25170
2273,Order_No_11438
255,Order_No_5084
1990,Order_No_1217
1640,Order_No_581
1747,Order_No_8449
1827,Order_No_18858
2622,Order_No_12010
547,Order_No_13205
2674,Order_No_8432
1299,Order_No_14988
1262,Order_No_1612
2026,Order_No_11629
1010,Order_No_27079
680,Order_No_8803
161,Order_No_662
1438,Order_No_22030
861,Order_No_9577
1022,Order_No_2500
944,Order_No_119
547,Order_No_11047
983,Order_No_1472
1572,Order_No_2330
1212,Order_No_14767
2721,Order_No_28039
1400,Order_No_11036
2554,Order_No_23234
2253,Order_No_1326
114,Order_No_12063
1789,Order_No_7501
1496,Order_No_24155
993,Order_No_18592
3287,Order_No_3369
3085,Order_No_7114
900,Order_No_13180
1039,Order_No_25906
1512,Order_No_18658
229,Order_No_12227
1797,Order_No_18642
2040,Order_No_7130
959,Order_No_26018
1070,Order_No_21828
1595,Order_No_11408
2432,Order_No_23502
1339,Order_No_20520
2284,Order_No_846
1957,Order_No_9468
1091,Order_No_13048
3177,Order_No_19818
1370,Order_No_19785
1185,Order_No_12366
1595,Order_No_13909
2169,Order_No_5402
1188,Order_No_12263
1766,Order_No_8243
2440,Order_No_7585
3556,Order_No_16258
298,Order_No_10886
1540,Order_No_24770
1890,Order_No_13544
651,Order_No_6599
2167,Order_No_20775
1978,Order_No_27271
1305,Order_No_4025
453,Order_No_19150
901,Order_No_18090
1662,Order_No_18791
1041,Order_No_9240
1391,Order_No_23250
995,Order_No_6030
782,Order_No_6102
1562,Order_No_27422
876,Order_No_22559
726,Order_No_3627
363,Order_No_8960
1733,Order_No_25074
1080,Order_No_5785
1506,Order_No_9451
1602,Order_No_20567
3486,Order_No_24504
729,Order_No_24571
1390,Order_No_25071
1577,Order_No_26788
1032,Order_No_19052
1365,Order_No_9447
1118,Order_No_8038
1575,Order_No_13064
908,Order_No_346
1383,Order_No_11671
1437,Order_No_15035
1246,Order_No_26903
1770,Order_No_23957
3064,Order_No_13780
2014,Order_No_3162
1107,Order_No_22323
452,Order_No_21694
1334,Order_No_8804
2020,Order_No_6902
1956,Order_No_22562
3940,Order_No_22245
1914,Order_No_15078
1559,Order_No_27465
2153,Order_No_2381
2073,Order_No_15673
3593,Order_No_18016
-316,Order_No_18123
823,Order_No_17424
1483,Order_No_13193
1316,Order_No_5236
1934,Order_No_2532
1435,Order_No_5772
1398,Order_No_11760
976,Order_No_25483
1118,Order_No_16639
999,Order_No_9639
2265,Order_No_22485
2637,Order_No_8294
2619,Order_No_4286
992,Order_No_11975
902,Order_No_15877
2399,Order_No_261
2460,Order_No_22488
-109,Order_No_26779
816,Order_No_25139
202,Order_No_27129
3903,Order_No_25669
1824,Order_No_26211
537,Order_No_15209
1332,Order_No_25261
696,Order_No_7245
2091,Order_No_24602
1433,Order_No_7322
2133,Order_No_22589
1207,Order_No_26734
2086,Order_No_27100
2340,Order_No_22111
2955,Order_No_10621
671,Order_No_6464
283,Order_No_4970
2490,Order_No_3836
1953,Order_No_27755
1865,Order_No_19317
1270,Order_No_8286
1534,Order_No_10765
1792,Order_No_17725
1611,Order_No_14946
1179,Order_No_26340
2432,Order_No_5784
1172,Order_No_19476
1413,Order_No_16018
1618,Order_No_13319
3379,Order_No_20482
1821,Order_No_12697
1100,Order_No_13571
1730,Order_No_19105
712,Order_No_26238
1775,Order_No_22545
2834,Order_No_17316
653,Order_No_2413
1118,Order_No_4700
1406,Order_No_11957
1886,Order_No_10321
1940,Order_No_9970
860,Order_No_24348
1701,Order_No_4048
910,Order_No_24060
1970,Order_No_21518
2852,Order_No_1903
1638,Order_No_22394
3718,Order_No_25593
1304,Order_No_3342
2787,Order_No_24736
3064,Order_No_15217
2024,Order_No_25121
582,Order_No_27577
2750,Order_No_16469
1793,Order_No_19137
2294,Order_No_766
2548,Order_No_5041
2246,Order_No_17607
1143,Order_No_4173
1698,Order_No_20219
1574,Order_No_10852
1621,Order_No_3195
1713,Order_No_16907
1218,Order_No_2180
2171,Order_No_2361
841,Order_No_14360
1844,Order_No_6819
1273,Order_No_26979
2051,Order_No_20322
1572,Order_No_8779
762,Order_No_27328
1312,Order_No_2680
2013,Order_No_18503
3833,Order_No_23044
1932,Order_No_10346
2262,Order_No_15461
1057,Order_No_21213
1720,Order_No_8434
2361,Order_No_6979
1001,Order_No_6515
2606,Order_No_19220
1169,Order_No_18536
2136,Order_No_27110
921,Order_No_4701
1901,Order_No_8961
1334,Order_No_17678
930,Order_No_24987
616,Order_No_11137
178,Order_No_14106
844,Order_No_1287
1540,Order_No_23371
973,Order_No_18064
3625,Order_No_17141
781,Order_No_27690
1593,Order_No_13852
1380,Order_No_23397
807,Order_No_16004
1372,Order_No_4666
1381,Order_No_3502
1166,Order_No_22579
2398,Order_No_27385
3256,Order_No_17430
2147,Order_No_19450
1169,Order_No_10749
1522,Order_No_25067
2521,Order_No_5630
19,Order_No_26595
1686,Order_No_20718
1771,Order_No_854
1739,Order_No_17639
2789,Order_No_24985
681,Order_No_16032
845,Order_No_27060
-436,Order_No_26911
864,Order_No_22683
738,Order_No_8582
3866,Order_No_12497
999,Order_No_12210
3738,Order_No_23617
4347,Order_No_13885
1079,Order_No_16848
1514,Order_No_9533
1883,Order_No_14984
850,Order_No_9137
1324,Order_No_22059
2595,Order_No_15372
2493,Order_No_19375
1366,Order_No_2653
1929,Order_No_19641
2489,Order_No_20354
2193,Order_No_15207
831,Order_No_14207
702,Order_No_10453
1529,Order_No_3504
1081,Order_No_3503
868,Order_No_3154
1080,Order_No_24068
2899,Order_No_22031
452,Order_No_18134
1095,Order_No_23536
3215,Order_No_1662
1862,Order_No_16675
274,Order_No_14675
1116,Order_No_8328
1999,Order_No_20306
405,Order_No_2857
1955,Order_No_20114
1967,Order_No_7041
1655,Order_No_19663
1686,Order_No_20805
1121,Order_No_8949
424,Order_No_5160
1813,Order_No_14
1100,Order_No_22829
1227,Order_No_7899
1481,Order_No_14561
2080,Order_No_19769
422,Order_No_11968
1126,Order_No_23224
376,Order_No_19018
2898,Order_No_12318
1444,Order_No_93
1361,Order_No_15700
1315,Order_No_5244
1085,Order_No_27970
527,Order_No_17901
1555,Order_No_9941
885,Order_No_12909
779,Order_No_20564
851,Order_No_19846
2320,Order_No_2338
1650,Order_No_10407
1019,Order_No_13716
1921,Order_No_18557
2197,Order_No_22013
2561,Order_No_19878
989,Order_No_25766
1269,Order_No_10340
2090,Order_No_19045
2412,Order_No_17003
826,Order_No_6848
2673,Order_No_2758
598,Order_No_13682
1521,Order_No_13153
568,Order_No_9225
2093,Order_No_16557
866,Order_No_22286
1638,Order_No_15163
740,Order_No_18776
-388,Order_No_11499
2029,Order_No_10636
669,Order_No_18783
2783,Order_No_18375
844,Order_No_6855
675,Order_No_12730
925,Order_No_11406
1244,Order_No_976
2041,Order_No_2836
443,Order_No_24343
1377,Order_No_17897
1107,Order_No_26154
1420,Order_No_21344
1884,Order_No_1649
2583,Order_No_20014
765,Order_No_20858
1211,Order_No_16827
3246,Order_No_9053
2290,Order_No_11871
385,Order_No_3442
1903,Order_No_15132
136,Order_No_15335
1225,Order_No_26323
2654,Order_No_11509
1687,Order_No_980
1466,Order_No_21529
1132,Order_No_3981
930,Order_No_28032
1009,Order_No_21587
1413,Order_No_13402
2484,Order_No_12850
984,Order_No_15058
344,Order_No_13956
2227,Order_No_11898
2599,Order_No_26619
879,Order_No_9289
1743,Order_No_13325
1891,Order_No_6972
2494,Order_No_6552
1853,Order_No_20789
647,Order_No_16485
2066,Order_No_16794
257,Order_No_9573
1111,Order_No_940
2161,Order_No_18199
1519,Order_No_23447
3756,Order_No_3431
2686,Order_No_24389
1601,Order_No_9747
380,Order_No_7085
1065,Order_No_25703
2168,Order_No_5062
2378,Order_No_9626
953,Order_No_19005
2046,Order_No_2623
-346,Order_No_19529
754,Order_No_19355
222,Order_No_16089
2028,Order_No_4447
2195,Order_No_16641
677,Order_No_6247
594,Order_No_1758
725,Order_No_28114
2351,Order_No_6256
2452,Order_No_6001
806,Order_No_3948
2257,Order_No_2711
1344,Order_No_11487
2281,Order_No_23039
4266,Order_No_3757
1030,Order_No_19552
1967,Order_No_23121
1126,Order_No_9099
456,Order_No_5059
1216,Order_No_18085
1665,Order_No_18699
1411,Order_No_4535
547,Order_No_24887
1528,Order_No_15105
1715,Order_No_8606
2747,Order_No_858
1039,Order_No_9470
1086,Order_No_13847
549,Order_No_4309
886,Order_No_25339
712,Order_No_4237
1129,Order_No_25026
1368,Order_No_2285
1111,Order_No_25366
1939,Order_No_9143
752,Order_No_20854
822,Order_No_27740
-875,Order_No_15712
1578,Order_No_17158
1236,Order_No_24270
1678,Order_No_16999
2385,Order_No_3487
1067,Order_No_15089
1022,Order_No_17354
1653,Order_No_7209
4739,Order_No_6555
2543,Order_No_13569
1361,Order_No_2068
1656,Order_No_12025
312,Order_No_24395
1563,Order_No_25462
1678,Order_No_14196
2403,Order_No_10597
2110,Order_No_5222
1706,Order_No_22802
-234,Order_No_26971
358,Order_No_2524
1183,Order_No_14519
1538,Order_No_12638
4530,Order_No_7804
841,Order_No_6978
2048,Order_No_21544
1975,Order_No_15150
514,Order_No_4094
1483,Order_No_6730
2983,Order_No_10439
1288,Order_No_4329
2595,Order_No_17532
3904,Order_No_24805
2087,Order_No_5787
1405,Order_No_22982
1236,Order_No_26204
2840,Order_No_25013
1154,Order_No_27610
1822,Order_No_13804
2603,Order_No_26270
556,Order_No_12411
3042,Order_No_26656
1121,Order_No_7031
1283,Order_No_15158
1552,Order_No_12766
2011,Order_No_16992
2486,Order_No_2310
1674,Order_No_2738
3074,Order_No_14406
1939,Order_No_13358
2068,Order_No_2085
1414,Order_No_18356
3718,Order_No_7664
822,Order_No_21646
1857,Order_No_12719
1970,Order_No_17595
1372,Order_No_13198
1996,Order_No_27414
2703,Order_No_19912
790,Order_No_22751
1565,Order_No_18142
2805,Order_No_22796
1924,Order_No_26753
1996,Order_No_18240
1375,Order_No_12180
1051,Order_No_19
1360,Order_No_16398
1129,Order_No_3515
63,Order_No_17786
582,Order_No_4139
1853,Order_No_9155
921,Order_No_22505
2509,Order_No_17419
1341,Order_No_10121
2920,Order_No_14389
1441,Order_No_4780
1871,Order_No_4652
1055,Order_No_27496
915,Order_No_17847
1698,Order_No_5799
2020,Order_No_20377
1110,Order_No_2971
504,Order_No_21706
476,Order_No_7313
1447,Order_No_9719
596,Order_No_6951
360,Order_No_24546
2222,Order_No_22574
429,Order_No_5773
695,Order_No_5673
1160,Order_No_23997
1375,Order_No_8281
787,Order_No_4953
-278,Order_No_22278
1373,Order_No_4454
1161,Order_No_15003
1382,Order_No_16379
1600,Order_No_19712
1763,Order_No_20033
2140,Order_No_20845
1664,Order_No_2304
808,Order_No_13035
1343,Order_No_5623
1432,Order_No_13549
1673,Order_No_26454
1042,Order_No_24841
445,Order_No_3968
1800,Order_No_21384
2954,Order_No_22753
2179,Order_No_27405
3265,Order_No_3760
2277,Order_No_14492
1737,Order_No_3746
560,Order_No_19834
1407,Order_No_12808
752,Order_No_14904
2059,Order_No_1239
926,Order_No_5200
2271,Order_No_16623
848,Order_No_13132
1644,Order_No_8489
2126,Order_No_8174
1269,Order_No_25665
629,Order_No_2358
1423,Order_No_560
1836,Order_No_9985
2045,Order_No_24490
2638,Order_No_17943
2511,Order_No_20806
1997,Order_No_17258
1820,Order_No_4258
1943,Order_No_25861
760,Order_No_17602
-182,Order_No_23646
1247,Order_No_3297
1139,Order_No_19867
1417,Order_No_4276
1100,Order_No_6028
1267,Order_No_13595
2611,Order_No_9801
700,Order_No_27816
1448,Order_No_265
999,Order_No_10919
905,Order_No_8311
989,Order_No_1319
982,Order_No_1499
958,Order_No_16613
547,Order_No_8525
1556,Order_No_17074
1162,Order_No_1575
659,Order_No_27416
554,Order_No_17928
631,Order_No_25844
1321,Order_No_28219
2628,Order_No_5834
789,Order_No_17961
843,Order_No_19843
3411,Order_No_26057
3631,Order_No_27745
1885,Order_No_12077
1602,Order_No_5095
2526,Order_No_26747
691,Order_No_7447
1558,Order_No_22732
3035,Order_No_9551
1757,Order_No_4653
2189,Order_No_12156
2476,Order_No_20168
489,Order_No_24759
-412,Order_No_26937
908,Order_No_5369
2662,Order_No_24924
540,Order_No_27356
1790,Order_No_7952
1114,Order_No_22181
1223,Order_No_18977
1248,Order_No_26437
968,Order_No_7097
807,Order_No_3772
229,Order_No_24319
1596,Order_No_7090
1648,Order_No_12113
850,Order_No_3519
780,Order_No_21226
1333,Order_No_18241
1491,Order_No_3566
2006,Order_No_14248
1568,Order_No_7935
641,Order_No_2234
1595,Order_No_23319
2056,Order_No_11981
147,Order_No_14978
855,Order_No_13171
607,Order_No_26015
2576,Order_No_1154
1744,Order_No_26462
500,Order_No_17819
2915,Order_No_10300
1289,Order_No_4533
1462,Order_No_7104
1316,Order_No_16206
1058,Order_No_13889
2326,Order_No_18444
3883,Order_No_21792
1633,Order_No_24255
1438,Order_No_27063
5505,Order_No_10003
1708,Order_No_8836
1181,Order_No_2406
1771,Order_No_15818
1876,Order_No_27995
1599,Order_No_17360
1952,Order_No_15051
756,Order_No_14458
1892,Order_No_12931
1447,Order_No_3631
1646,Order_No_23636
1969,Order_No_678
861,Order_No_549
2805,Order_No_7092
2095,Order_No_5967
1547,Order_No_18450
2637,Order_No_12845
1741,Order_No_25866
2282,Order_No_2342
1735,Order_No_13579
1908,Order_No_10292
33,Order_No_16012
79,Order_No_22655
2686,Order_No_3958
1741,Order_No_7535
741,Order_No_11217
1500,Order_No_472
2238,Order_No_20852
1425,Order_No_1885
2334,Order_No_2795
2187,Order_No_6835
1499,Order_No_25677
1843,Order_No_22423
700,Order_No_23102
1969,Order_No_24580
2126,Order_No_11954
507,Order_No_3081
1474,Order_No_9880
1149,Order_No_12450
1830,Order_No_12704
1194,Order_No_234
1560,Order_No_10670
2127,Order_No_27603
1926,Order_No_17659
815,Order_No_23885
2355,Order_No_7495
1537,Order_No_19741
1199,Order_No_3644
3087,Order_No_28152
1138,Order_No_25058
749,Order_No_27091
1420,Order_No_17750
996,Order_No_24835
1390,Order_No_10952
831,Order_No_16463
800,Order_No_27305
404,Order_No_19587
2296,Order_No_19145
1893,Order_No_554
981,Order_No_1647
1938,Order_No_479
3316,Order_No_12031
1281,Order_No_27498
1423,Order_No_8903
636,Order_No_7737
1556,Order_No_4251
1690,Order_No_12529
2165,Order_No_17648
1408,Order_No_12235
1840,Order_No_17347
3156,Order_No_11922
988,Order_No_13506
460,Order_No_22662
171,Order_No_13782
1458,Order_No_17577
557,Order_No_10399
1122,Order_No_14826
3092,Order_No_20423
259,Order_No_23805
1424,Order_No_5284
1075,Order_No_6916
535,Order_No_20658
1244,Order_No_2306
2082,Order_No_20110
2666,Order_No_18605
670,Order_No_15600
1912,Order_No_19531
2921,Order_No_21295
1303,Order_No_25716
1348,Order_No_17601
773,Order_No_2925
2577,Order_No_23487
3538,Order_No_12734
2004,Order_No_5873
2127,Order_No_12794
4365,Order_No_8049
1183,Order_No_17490
708,Order_No_10614
1846,Order_No_4824
1327,Order_No_24588
1465,Order_No_21292
2237,Order_No_23938
344,Order_No_1223
1111,Order_No_28260
1463,Order_No_10382
1877,Order_No_8094
581,Order_No_22791
1971,Order_No_23043
1500,Order_No_22327
3297,Order_No_6511
1344,Order_No_6949
1748,Order_No_24177
1794,Order_No_15240
922,Order_No_11527
3102,Order_No_14798
-37,Order_No_21343
971,Order_No_26153
